dataset,seed,base,calibration,bin,n,picp,mpiw,crps,disagreement_mean
imdb_wiki,3,sourcewise_stack,mondrian_dis,low,1273,0.959937156323645,39.27627182006836,5.518173869143195,0.6114981770515442
imdb_wiki,3,sourcewise_stack,mondrian_dis,mid,1336,0.9573353293413174,35.6454963684082,4.8605601977396535,1.2785229682922363
imdb_wiki,3,sourcewise_stack,mondrian_dis,high,1313,0.9482102056359482,35.82422637939453,4.995781361292864,2.384333848953247
imdb_wiki,3,sourcewise_stack,weighted_dis,low,1273,0.9457973291437549,36.782684326171875,5.4470284543170555,0.6114981770515442
imdb_wiki,3,sourcewise_stack,weighted_dis,mid,1336,0.9625748502994012,36.782684326171875,4.904088725772497,1.2785229682922363
imdb_wiki,3,sourcewise_stack,weighted_dis,high,1313,0.9512566641279513,36.782684326171875,5.031082362019971,2.384333848953247
imdb_wiki,3,sourcewise_stack,difficulty_weighted,low,1273,0.9450117831893166,36.155120849609375,5.415606000260075,0.6114981770515442
imdb_wiki,3,sourcewise_stack,difficulty_weighted,mid,1336,0.9468562874251497,32.24236297607422,4.666381914813438,1.2785229682922363
imdb_wiki,3,sourcewise_stack,difficulty_weighted,high,1313,0.9504950495049505,34.62833023071289,4.84383844292622,2.384333848953247
imdb_wiki,3,sourcewise_stack,binned_weighted_dis,low,1273,0.9457973291437549,36.782684326171875,5.4470284543170555,0.6114981770515442
imdb_wiki,3,sourcewise_stack,binned_weighted_dis,mid,1336,0.9625748502994012,36.782684326171875,4.904088725772497,1.2785229682922363
imdb_wiki,3,sourcewise_stack,binned_weighted_dis,high,1313,0.9512566641279513,36.782684326171875,5.031082362019971,2.384333848953247
imdb_wiki,3,sourcewise_quantile,marginal,low,1273,0.9725058915946583,46.95688247680664,7.068273619277761,0.6114981770515442
imdb_wiki,3,sourcewise_quantile,marginal,mid,1336,0.9700598802395209,45.63725662231445,7.696155761293967,1.2785229682922363
imdb_wiki,3,sourcewise_quantile,marginal,high,1313,0.9207920792079208,48.698490142822266,9.52227551051255,2.384333848953247
imdb_wiki,3,sourcewise_quantile,mondrian_dis,low,1273,0.9536527886881383,43.46166229248047,7.021655290247422,0.6114981770515442
imdb_wiki,3,sourcewise_quantile,mondrian_dis,mid,1336,0.9491017964071856,43.73646926879883,7.706580790776222,1.2785229682922363
imdb_wiki,3,sourcewise_quantile,mondrian_dis,high,1313,0.9512566641279513,53.63086700439453,9.458512735808073,2.384333848953247
imdb_wiki,3,sourcewise_quantile,weighted_dis,low,1273,0.9630793401413983,45.20581817626953,7.039542507202134,0.6114981770515442
imdb_wiki,3,sourcewise_quantile,weighted_dis,mid,1336,0.9610778443113772,44.905513763427734,7.698032608541236,1.2785229682922363
imdb_wiki,3,sourcewise_quantile,weighted_dis,high,1313,0.9299314546839299,49.656700134277344,9.486984799044327,2.384333848953247
imdb_wiki,3,sourcewise_quantile,difficulty_weighted,low,1273,0.9662215239591516,49.07444763183594,7.276118341458834,0.6114981770515442
imdb_wiki,3,sourcewise_quantile,difficulty_weighted,mid,1336,0.9670658682634731,45.769287109375,7.7496811581746945,1.2785229682922363
imdb_wiki,3,sourcewise_quantile,difficulty_weighted,high,1313,0.9306930693069307,53.28104782104492,9.726365214926767,2.384333848953247
imdb_wiki,3,sourcewise_quantile,binned_weighted_dis,low,1273,0.9638648860958366,45.315818786621094,7.042217515704549,0.6114981770515442
imdb_wiki,3,sourcewise_quantile,binned_weighted_dis,mid,1336,0.9640718562874252,45.040836334228516,7.698017000429729,1.2785229682922363
imdb_wiki,3,sourcewise_quantile,binned_weighted_dis,high,1313,0.9314546839299315,50.191349029541016,9.49445666700028,2.384333848953247
imdb_wiki,4,xgb_point,marginal,low,1284,0.940809968847352,35.651214599609375,5.407569872315491,0.5969813466072083
imdb_wiki,4,xgb_point,marginal,mid,1335,0.9588014981273408,35.651214599609375,4.760587337280271,1.2531687021255493
imdb_wiki,4,xgb_point,marginal,high,1303,0.9485801995395242,35.651214599609375,4.95016471379381,2.3725619316101074
imdb_wiki,4,xgb_point,mondrian_dis,low,1284,0.9493769470404985,37.520484924316406,5.4557494047162844,0.5969813466072083
imdb_wiki,4,xgb_point,mondrian_dis,mid,1335,0.949063670411985,33.6098747253418,4.686369487423351,1.2531687021255493
imdb_wiki,4,xgb_point,mondrian_dis,high,1303,0.9508825786646201,35.912384033203125,4.959540278396189,2.3725619316101074
imdb_wiki,4,xgb_point,weighted_dis,low,1284,0.940809968847352,35.651214599609375,5.407569872315491,0.5969813466072083
imdb_wiki,4,xgb_point,weighted_dis,mid,1335,0.9588014981273408,35.651214599609375,4.760587337280271,1.2531687021255493
imdb_wiki,4,xgb_point,weighted_dis,high,1303,0.9485801995395242,35.651214599609375,4.95016471379381,2.3725619316101074
imdb_wiki,4,xgb_point,difficulty_weighted,low,1284,0.9400311526479751,36.5788688659668,5.432208864408294,0.5969813466072083
imdb_wiki,4,xgb_point,difficulty_weighted,mid,1335,0.9573033707865168,32.53102111816406,4.567802166283696,1.2531687021255493
imdb_wiki,4,xgb_point,difficulty_weighted,high,1303,0.9577897160399079,35.650394439697266,4.852816994445136,2.3725619316101074
imdb_wiki,4,xgb_point,binned_weighted_dis,low,1284,0.940809968847352,35.651214599609375,5.407569872315491,0.5969813466072083
imdb_wiki,4,xgb_point,binned_weighted_dis,mid,1335,0.9588014981273408,35.651214599609375,4.760587337280271,1.2531687021255493
imdb_wiki,4,xgb_point,binned_weighted_dis,high,1303,0.9485801995395242,35.651214599609375,4.95016471379381,2.3725619316101074
imdb_wiki,4,xgb_quantile,marginal,low,1284,0.9509345794392523,39.00878143310547,6.10342339870467,0.5969813466072083
imdb_wiki,4,xgb_quantile,marginal,mid,1335,0.9617977528089887,35.380306243896484,5.5744547111443,1.2531687021255493
imdb_wiki,4,xgb_quantile,marginal,high,1303,0.9301611665387567,40.784122467041016,7.199444961224383,2.3725619316101074
imdb_wiki,4,xgb_quantile,mondrian_dis,low,1284,0.9509345794392523,38.713619232177734,6.098942889628872,0.5969813466072083
imdb_wiki,4,xgb_quantile,mondrian_dis,mid,1335,0.947565543071161,33.7164421081543,5.5560514962694905,1.2531687021255493
imdb_wiki,4,xgb_quantile,mondrian_dis,high,1303,0.9570222563315426,44.94793701171875,7.2356850800757915,2.3725619316101074
imdb_wiki,4,xgb_quantile,weighted_dis,low,1284,0.9501557632398754,38.50123596191406,6.095975781100461,0.5969813466072083
imdb_wiki,4,xgb_quantile,weighted_dis,mid,1335,0.9595505617977528,35.07197952270508,5.570360335141634,1.2531687021255493
imdb_wiki,4,xgb_quantile,weighted_dis,high,1303,0.9355333844973139,41.148529052734375,7.190984825524215,2.3725619316101074
imdb_wiki,4,xgb_quantile,difficulty_weighted,low,1284,0.9501557632398754,44.566444396972656,6.50836792065691,0.5969813466072083
imdb_wiki,4,xgb_quantile,difficulty_weighted,mid,1335,0.9588014981273408,38.97213363647461,5.850031879778534,1.2531687021255493
imdb_wiki,4,xgb_quantile,difficulty_weighted,high,1303,0.9363008442056792,48.0676155090332,7.577306866520265,2.3725619316101074
imdb_wiki,4,xgb_quantile,binned_weighted_dis,low,1284,0.9509345794392523,38.74811553955078,6.099453108369506,0.5969813466072083
imdb_wiki,4,xgb_quantile,binned_weighted_dis,mid,1335,0.9610486891385768,35.3391227722168,5.57387454918934,1.2531687021255493
imdb_wiki,4,xgb_quantile,binned_weighted_dis,high,1303,0.9316960859554874,40.97314453125,7.199911756227262,2.3725619316101074
imdb_wiki,4,sourcewise_stack,marginal,low,1284,0.9376947040498442,35.543697357177734,5.4432633931283645,0.5969813466072083
imdb_wiki,4,sourcewise_stack,marginal,mid,1335,0.9558052434456928,35.543697357177734,4.801496604126789,1.2531687021255493
imdb_wiki,4,sourcewise_stack,marginal,high,1303,0.9478127398311589,35.543697357177734,4.926290197492773,2.3725619316101074
imdb_wiki,4,sourcewise_stack,mondrian_dis,low,1284,0.9493769470404985,36.981143951416016,5.4780594358275705,0.5969813466072083
imdb_wiki,4,sourcewise_stack,mondrian_dis,mid,1335,0.950561797752809,33.525630950927734,4.727774598981984,1.2531687021255493
imdb_wiki,4,sourcewise_stack,mondrian_dis,high,1303,0.9478127398311589,35.89993667602539,4.9394542283003195,2.3725619316101074
imdb_wiki,4,sourcewise_stack,weighted_dis,low,1284,0.9376947040498442,35.543697357177734,5.4432633931283645,0.5969813466072083
imdb_wiki,4,sourcewise_stack,weighted_dis,mid,1335,0.9558052434456928,35.543697357177734,4.801496604126789,1.2531687021255493
imdb_wiki,4,sourcewise_stack,weighted_dis,high,1303,0.9478127398311589,35.543697357177734,4.926290197492773,2.3725619316101074
imdb_wiki,4,sourcewise_stack,difficulty_weighted,low,1284,0.9283489096573209,35.247257232666016,5.424221033169457,0.5969813466072083
imdb_wiki,4,sourcewise_stack,difficulty_weighted,mid,1335,0.9468164794007491,31.6146297454834,4.594818347925767,1.2531687021255493
imdb_wiki,4,sourcewise_stack,difficulty_weighted,high,1303,0.9562547966231773,34.965858459472656,4.807493889248049,2.3725619316101074
imdb_wiki,4,sourcewise_stack,binned_weighted_dis,low,1284,0.9376947040498442,35.543697357177734,5.4432633931283645,0.5969813466072083
imdb_wiki,4,sourcewise_stack,binned_weighted_dis,mid,1335,0.9558052434456928,35.543697357177734,4.801496604126789,1.2531687021255493
imdb_wiki,4,sourcewise_stack,binned_weighted_dis,high,1303,0.9478127398311589,35.543697357177734,4.926290197492773,2.3725619316101074
imdb_wiki,4,sourcewise_quantile,marginal,low,1284,0.971183800623053,46.4820442199707,7.055335348427386,0.5969813466072083
imdb_wiki,4,sourcewise_quantile,marginal,mid,1335,0.9655430711610486,44.89344024658203,7.718154390214395,1.2531687021255493
imdb_wiki,4,sourcewise_quantile,marginal,high,1303,0.9102072141212586,48.0206184387207,9.60289494992919,2.3725619316101074
imdb_wiki,4,sourcewise_quantile,mondrian_dis,low,1284,0.9540498442367601,43.909297943115234,7.02255903998054,0.5969813466072083
imdb_wiki,4,sourcewise_quantile,mondrian_dis,mid,1335,0.9415730337078652,42.7551155090332,7.736692093648478,1.2531687021255493
imdb_wiki,4,sourcewise_quantile,mondrian_dis,high,1303,0.953184957789716,54.24074935913086,9.517208969005576,2.3725619316101074
imdb_wiki,4,sourcewise_quantile,weighted_dis,low,1284,0.9602803738317757,45.29178237915039,7.037183385972716,0.5969813466072083
imdb_wiki,4,sourcewise_quantile,weighted_dis,mid,1335,0.9602996254681648,44.340057373046875,7.719933414895453,1.2531687021255493
imdb_wiki,4,sourcewise_quantile,weighted_dis,high,1303,0.9171143514965464,48.62648010253906,9.576533514323843,2.3725619316101074
imdb_wiki,4,sourcewise_quantile,difficulty_weighted,low,1284,0.9626168224299065,47.06168746948242,7.128055233317788,0.5969813466072083
imdb_wiki,4,sourcewise_quantile,difficulty_weighted,mid,1335,0.9595505617977528,45.125240325927734,7.776960647534607,1.2531687021255493
imdb_wiki,4,sourcewise_quantile,difficulty_weighted,high,1303,0.9178818112049117,61.592586517333984,10.525749139139538,2.3725619316101074
imdb_wiki,4,sourcewise_quantile,binned_weighted_dis,low,1284,0.9602803738317757,45.036170959472656,7.034677338708068,0.5969813466072083
imdb_wiki,4,sourcewise_quantile,binned_weighted_dis,mid,1335,0.9580524344569289,44.125396728515625,7.7228106549182645,1.2531687021255493
imdb_wiki,4,sourcewise_quantile,binned_weighted_dis,high,1303,0.9186492709132771,48.91291809082031,9.582603712190918,2.3725619316101074
mercari,0,xgb_point,marginal,low,3347,0.9617567971317598,2.3379430770874023,0.32517571378299664,0.24634049832820892
mercari,0,xgb_point,marginal,mid,3422,0.9611338398597311,2.3379433155059814,0.33457207036687325,0.8037312030792236
mercari,0,xgb_point,marginal,high,3231,0.9266480965645311,2.3379433155059814,0.36594626531864066,1.8861660957336426
mercari,0,xgb_point,mondrian_dis,low,3347,0.9566776217508216,2.2482903003692627,0.32224078173555826,0.24634049832820892
mercari,0,xgb_point,mondrian_dis,mid,3422,0.9479836353009936,2.202258348464966,0.33074257747203034,0.8037312030792236
mercari,0,xgb_point,mondrian_dis,high,3231,0.9476942123181678,2.6032683849334717,0.37305776487310616,1.8861660957336426
mercari,0,xgb_point,weighted_dis,low,3347,0.952793546459516,2.202517032623291,0.32085649618865664,0.24634049832820892
mercari,0,xgb_point,weighted_dis,mid,3422,0.9523670368205728,2.2563364505767822,0.3322525231110708,0.8037312030792236
mercari,0,xgb_point,weighted_dis,high,3231,0.9424326833797586,2.5267279148101807,0.3694247474689103,1.8861660957336426
mercari,0,xgb_point,difficulty_weighted,low,3347,0.9524947714371078,2.3655331134796143,0.3266221631617629,0.24634049832820892
mercari,0,xgb_point,difficulty_weighted,mid,3422,0.95645821157218,2.412628650665283,0.3361863043865425,0.8037312030792236
mercari,0,xgb_point,difficulty_weighted,high,3231,0.9374806561436088,2.4581780433654785,0.36663982918050214,1.8861660957336426
mercari,0,xgb_point,binned_weighted_dis,low,3347,0.9566776217508216,2.2482903003692627,0.32224078173555826,0.24634049832820892
mercari,0,xgb_point,binned_weighted_dis,mid,3422,0.9614260666277031,2.3580265045166016,0.3351978496809615,0.8037312030792236
mercari,0,xgb_point,binned_weighted_dis,high,3231,0.9371711544413495,2.4731192588806152,0.369279635277088,1.8861660957336426
mercari,0,xgb_quantile,marginal,low,3347,0.955183746638781,2.4507551193237305,0.373252652196398,0.24634049832820892
mercari,0,xgb_quantile,marginal,mid,3422,0.9541203974284045,2.4722583293914795,0.3822967315741931,0.8037312030792236
mercari,0,xgb_quantile,marginal,high,3231,0.9316001238006809,2.5644168853759766,0.42955337473650557,1.8861660957336426
mercari,0,xgb_quantile,mondrian_dis,low,3347,0.9524947714371078,2.4195494651794434,0.37262747667890506,0.24634049832820892
mercari,0,xgb_quantile,mondrian_dis,mid,3422,0.9447691408533022,2.4181275367736816,0.3813849335355934,0.8037312030792236
mercari,0,xgb_quantile,mondrian_dis,high,3231,0.9421231816774992,2.679940700531006,0.43087808130256233,1.8861660957336426
mercari,0,xgb_quantile,weighted_dis,low,3347,0.9492082461906185,2.3811745643615723,0.3719147892768233,0.24634049832820892
mercari,0,xgb_quantile,weighted_dis,mid,3422,0.9494447691408533,2.4512758255004883,0.3819794629064892,0.8037312030792236
mercari,0,xgb_quantile,weighted_dis,high,3231,0.9461467038068709,2.71002197265625,0.43048883033377666,1.8861660957336426
mercari,0,xgb_quantile,difficulty_weighted,low,3347,0.9560800717060054,2.607971668243408,0.3839736118673865,0.24634049832820892
mercari,0,xgb_quantile,difficulty_weighted,mid,3422,0.9526592635885447,2.6807634830474854,0.39742857254385255,0.8037312030792236
mercari,0,xgb_quantile,difficulty_weighted,high,3231,0.9356236459300526,2.8107192516326904,0.4439262543073563,1.8861660957336426
mercari,0,xgb_quantile,binned_weighted_dis,low,3347,0.955183746638781,2.4507551193237305,0.373252652196398,0.24634049832820892
mercari,0,xgb_quantile,binned_weighted_dis,mid,3422,0.9541203974284045,2.4722583293914795,0.3822967315741931,0.8037312030792236
mercari,0,xgb_quantile,binned_weighted_dis,high,3231,0.9316001238006809,2.5644168853759766,0.42955337473650557,1.8861660957336426
mercari,0,sourcewise_stack,marginal,low,3347,0.9596653719749029,2.340594530105591,0.3270189077866691,0.24634049832820892
mercari,0,sourcewise_stack,marginal,mid,3422,0.9587960257159556,2.340594530105591,0.33458127930369574,0.8037312030792236
mercari,0,sourcewise_stack,marginal,high,3231,0.9319096255029403,2.34059476852417,0.3599336766535225,1.8861660957336426
mercari,0,sourcewise_stack,mondrian_dis,low,3347,0.948013146100986,2.1915860176086426,0.3223236706285135,0.24634049832820892
mercari,0,sourcewise_stack,mondrian_dis,mid,3422,0.9427235534774986,2.1615264415740967,0.3295737995894672,0.8037312030792236
mercari,0,sourcewise_stack,mondrian_dis,high,3231,0.9486227174249459,2.642604112625122,0.3689134361131989,1.8861660957336426
mercari,0,sourcewise_stack,weighted_dis,low,3347,0.9596653719749029,2.340594530105591,0.3270189077866691,0.24634049832820892
mercari,0,sourcewise_stack,weighted_dis,mid,3422,0.9587960257159556,2.340594530105591,0.33458127930369574,0.8037312030792236
mercari,0,sourcewise_stack,weighted_dis,high,3231,0.9319096255029403,2.34059476852417,0.3599336766535225,1.8861660957336426
mercari,0,sourcewise_stack,difficulty_weighted,low,3347,0.9539886465491485,2.3016433715820312,0.3257731940840718,0.24634049832820892
mercari,0,sourcewise_stack,difficulty_weighted,mid,3422,0.9549970777323202,2.3326802253723145,0.3339690814911685,0.8037312030792236
mercari,0,sourcewise_stack,difficulty_weighted,high,3231,0.9374806561436088,2.395324945449829,0.35871786694098445,1.8861660957336426
mercari,0,sourcewise_stack,binned_weighted_dis,low,3347,0.9596653719749029,2.340594530105591,0.3270189077866691,0.24634049832820892
mercari,0,sourcewise_stack,binned_weighted_dis,mid,3422,0.9587960257159556,2.340594530105591,0.33458127930369574,0.8037312030792236
mercari,0,sourcewise_stack,binned_weighted_dis,high,3231,0.9319096255029403,2.34059476852417,0.3599336766535225,1.8861660957336426
mercari,0,sourcewise_quantile,marginal,low,3347,0.9605616970421272,2.4301016330718994,0.3649118855982976,0.24634049832820892
mercari,0,sourcewise_quantile,marginal,mid,3422,0.9544126241963764,2.457077980041504,0.3733710406205147,0.8037312030792236
mercari,0,sourcewise_quantile,marginal,high,3231,0.9328381306097183,2.5257184505462646,0.4169532862991951,1.8861660957336426
mercari,0,sourcewise_quantile,mondrian_dis,low,3347,0.9560800717060054,2.3702118396759033,0.3636106555534699,0.24634049832820892
mercari,0,sourcewise_quantile,mondrian_dis,mid,3422,0.945353594389246,2.3586513996124268,0.3714998298061078,0.8037312030792236
mercari,0,sourcewise_quantile,mondrian_dis,high,3231,0.9489322191272052,2.7298357486724854,0.4203065985211772,1.8861660957336426
mercari,0,sourcewise_quantile,weighted_dis,low,3347,0.957573946818046,2.3887579441070557,0.36399802301837303,0.24634049832820892
mercari,0,sourcewise_quantile,weighted_dis,mid,3422,0.9529514903565166,2.433929681777954,0.37291362695128494,0.8037312030792236
mercari,0,sourcewise_quantile,weighted_dis,high,3231,0.9368616527390901,2.564941644668579,0.4171376573630366,1.8861660957336426
mercari,0,sourcewise_quantile,difficulty_weighted,low,3347,0.9602629220197192,2.445439338684082,0.3661788223167338,0.24634049832820892
mercari,0,sourcewise_quantile,difficulty_weighted,mid,3422,0.9535359438924605,2.468329668045044,0.3746667710386631,0.8037312030792236
mercari,0,sourcewise_quantile,difficulty_weighted,high,3231,0.9350046425255338,2.57709002494812,0.4192138610405877,1.8861660957336426
mercari,0,sourcewise_quantile,binned_weighted_dis,low,3347,0.9572751717956379,2.389345169067383,0.3640095951679484,0.24634049832820892
mercari,0,sourcewise_quantile,binned_weighted_dis,mid,3422,0.9538281706604325,2.4476497173309326,0.3731736603263543,0.8037312030792236
mercari,0,sourcewise_quantile,binned_weighted_dis,high,3231,0.9368616527390901,2.5605945587158203,0.4174059029393305,1.8861660957336426
mercari,1,xgb_point,marginal,low,3367,0.961983961983962,2.340829849243164,0.32678405605052685,0.24385787546634674
mercari,1,xgb_point,marginal,mid,3393,0.959622752726201,2.340829849243164,0.33316371820245255,0.791068434715271
mercari,1,xgb_point,marginal,high,3240,0.9299382716049382,2.340829849243164,0.3594399953701476,1.8903182744979858
mercari,1,xgb_point,mondrian_dis,low,3367,0.9468369468369469,2.1660823822021484,0.3215572814614567,0.24385787546634674
mercari,1,xgb_point,mondrian_dis,mid,3393,0.9537282640730916,2.2552106380462646,0.3305645998343278,0.791068434715271
mercari,1,xgb_point,mondrian_dis,high,3240,0.9521604938271605,2.6457526683807373,0.3684331837038699,1.8903182744979858
mercari,1,xgb_point,weighted_dis,low,3367,0.961983961983962,2.340829849243164,0.32678405605052685,0.24385787546634674
mercari,1,xgb_point,weighted_dis,mid,3393,0.959622752726201,2.340829849243164,0.33316371820245255,0.791068434715271
mercari,1,xgb_point,weighted_dis,high,3240,0.9299382716049382,2.340829849243164,0.3594399953701476,1.8903182744979858
mercari,1,xgb_point,difficulty_weighted,low,3367,0.9548559548559549,2.3084876537323,0.32540758294652794,0.24385787546634674
mercari,1,xgb_point,difficulty_weighted,mid,3393,0.955201886236369,2.318701982498169,0.3309095456449205,0.791068434715271
mercari,1,xgb_point,difficulty_weighted,high,3240,0.9364197530864198,2.385150909423828,0.35820248190644766,1.8903182744979858
mercari,1,xgb_point,binned_weighted_dis,low,3367,0.961983961983962,2.340829849243164,0.32678405605052685,0.24385787546634674
mercari,1,xgb_point,binned_weighted_dis,mid,3393,0.959622752726201,2.340829849243164,0.33316371820245255,0.791068434715271
mercari,1,xgb_point,binned_weighted_dis,high,3240,0.9299382716049382,2.340829849243164,0.3594399953701476,1.8903182744979858
mercari,1,xgb_quantile,marginal,low,3367,0.9572319572319572,2.4588747024536133,0.37292680698510633,0.24385787546634674
mercari,1,xgb_quantile,marginal,mid,3393,0.9572649572649573,2.480404853820801,0.3810485296558749,0.791068434715271
mercari,1,xgb_quantile,marginal,high,3240,0.933641975308642,2.5959479808807373,0.43046337238954935,1.8903182744979858
mercari,1,xgb_quantile,mondrian_dis,low,3367,0.9465399465399466,2.38625168800354,0.3715775234085022,0.24385787546634674
mercari,1,xgb_quantile,mondrian_dis,mid,3393,0.9513704686118479,2.4408159255981445,0.38034445351180246,0.791068434715271
mercari,1,xgb_quantile,mondrian_dis,high,3240,0.9493827160493827,2.7758426666259766,0.4330578850850358,1.8903182744979858
mercari,1,xgb_quantile,weighted_dis,low,3367,0.9518859518859519,2.4260447025299072,0.37228905906911064,0.24385787546634674
mercari,1,xgb_quantile,weighted_dis,mid,3393,0.9549071618037135,2.4592533111572266,0.380655460537441,0.791068434715271
mercari,1,xgb_quantile,weighted_dis,high,3240,0.9385802469135802,2.631880521774292,0.4303681549471456,1.8903182744979858
mercari,1,xgb_quantile,difficulty_weighted,low,3367,0.9560439560439561,2.565479040145874,0.3794844248378802,0.24385787546634674
mercari,1,xgb_quantile,difficulty_weighted,mid,3393,0.9599174771588564,2.6714162826538086,0.39309209980555715,0.791068434715271
mercari,1,xgb_quantile,difficulty_weighted,high,3240,0.9388888888888889,3.0252909660339355,0.45527644493017494,1.8903182744979858
mercari,1,xgb_quantile,binned_weighted_dis,low,3367,0.9557469557469558,2.4451842308044434,0.37265475505411644,0.24385787546634674
mercari,1,xgb_quantile,binned_weighted_dis,mid,3393,0.9572649572649573,2.4799225330352783,0.38103951105302697,0.791068434715271
mercari,1,xgb_quantile,binned_weighted_dis,high,3240,0.9351851851851852,2.6093192100524902,0.4306093900110461,1.8903182744979858
mercari,1,sourcewise_stack,marginal,low,3367,0.9554499554499555,2.3294296264648438,0.32670330093403815,0.24385787546634674
mercari,1,sourcewise_stack,marginal,mid,3393,0.9554966106690245,2.3294296264648438,0.33088412403685274,0.791068434715271
mercari,1,sourcewise_stack,marginal,high,3240,0.9333333333333333,2.3294296264648438,0.3555227849498134,1.8903182744979858
mercari,1,sourcewise_stack,mondrian_dis,low,3367,0.9426789426789427,2.172576427459717,0.3219612831599484,0.24385787546634674
mercari,1,sourcewise_stack,mondrian_dis,mid,3393,0.9528440907751252,2.2837696075439453,0.3294366245357969,0.791068434715271
mercari,1,sourcewise_stack,mondrian_dis,high,3240,0.950925925925926,2.5813181400299072,0.3630096582474271,1.8903182744979858
mercari,1,sourcewise_stack,weighted_dis,low,3367,0.9462429462429462,2.196312427520752,0.3226270627863296,0.24385787546634674
mercari,1,sourcewise_stack,weighted_dis,mid,3393,0.9484232242852932,2.248356580734253,0.3283273340244299,0.791068434715271
mercari,1,sourcewise_stack,weighted_dis,high,3240,0.95,2.5234758853912354,0.3599433886362158,1.8903182744979858
mercari,1,sourcewise_stack,difficulty_weighted,low,3367,0.9524799524799524,2.3319592475891113,0.32702115289943434,0.24385787546634674
mercari,1,sourcewise_stack,difficulty_weighted,mid,3393,0.9540229885057471,2.3343727588653564,0.330660867046306,0.791068434715271
mercari,1,sourcewise_stack,difficulty_weighted,high,3240,0.9416666666666667,2.408999443054199,0.35549827870892664,1.8903182744979858
mercari,1,sourcewise_stack,binned_weighted_dis,low,3367,0.9471339471339472,2.211172103881836,0.32304485819168804,0.24385787546634674
mercari,1,sourcewise_stack,binned_weighted_dis,mid,3393,0.9554966106690245,2.319096088409424,0.33055020301928,0.791068434715271
mercari,1,sourcewise_stack,binned_weighted_dis,high,3240,0.9410493827160494,2.4322891235351562,0.35833406320496364,1.8903182744979858
mercari,1,sourcewise_quantile,marginal,low,3367,0.9578259578259578,2.4185729026794434,0.36460205098327736,0.24385787546634674
mercari,1,sourcewise_quantile,marginal,mid,3393,0.9566755083996463,2.4346017837524414,0.371427490225,0.791068434715271
mercari,1,sourcewise_quantile,marginal,high,3240,0.9339506172839506,2.5285556316375732,0.41430508210918754,1.8903182744979858
mercari,1,sourcewise_quantile,mondrian_dis,low,3367,0.9498069498069498,2.3416872024536133,0.3630662609964502,0.24385787546634674
mercari,1,sourcewise_quantile,mondrian_dis,mid,3393,0.9522546419098143,2.3691883087158203,0.3701635422998962,0.791068434715271
mercari,1,sourcewise_quantile,mondrian_dis,high,3240,0.9478395061728395,2.7084290981292725,0.41743743452849513,1.8903182744979858
mercari,1,sourcewise_quantile,weighted_dis,low,3367,0.9536679536679536,2.373095989227295,0.36366491233095943,0.24385787546634674
mercari,1,sourcewise_quantile,weighted_dis,mid,3393,0.9560860595343353,2.4183297157287598,0.3710807820331488,0.791068434715271
mercari,1,sourcewise_quantile,weighted_dis,high,3240,0.9419753086419753,2.59966778755188,0.4149156775329876,1.8903182744979858
mercari,1,sourcewise_quantile,difficulty_weighted,low,3367,0.9584199584199584,2.5342721939086914,0.37343742081628484,0.24385787546634674
mercari,1,sourcewise_quantile,difficulty_weighted,mid,3393,0.9584438549955792,2.4603111743927,0.37223496692912583,0.791068434715271
mercari,1,sourcewise_quantile,difficulty_weighted,high,3240,0.9358024691358025,2.612151861190796,0.41874041333284434,1.8903182744979858
mercari,1,sourcewise_quantile,binned_weighted_dis,low,3367,0.9548559548559549,2.3885602951049805,0.3639717655204339,0.24385787546634674
mercari,1,sourcewise_quantile,binned_weighted_dis,mid,3393,0.9566755083996463,2.4363889694213867,0.37146464960146114,0.791068434715271
mercari,1,sourcewise_quantile,binned_weighted_dis,high,3240,0.9382716049382716,2.575315237045288,0.41499521366121117,1.8903182744979858
mercari,2,xgb_point,marginal,low,3238,0.9632489190858554,2.346644639968872,0.32560321241425433,0.23867283761501312
mercari,2,xgb_point,marginal,mid,3327,0.9579200480913737,2.346644401550293,0.3301422955621532,0.7895342111587524
mercari,2,xgb_point,marginal,high,3435,0.9283842794759826,2.346644639968872,0.3675811809587272,1.854370355606079
mercari,2,xgb_point,mondrian_dis,low,3238,0.9589252625077208,2.2914206981658936,0.32378354658842323,0.23867283761501312
mercari,2,xgb_point,mondrian_dis,mid,3327,0.9522091974752029,2.2819690704345703,0.32810259204516756,0.7895342111587524
mercari,2,xgb_point,mondrian_dis,high,3435,0.9406113537117904,2.5025811195373535,0.3716293759398035,1.854370355606079
mercari,2,xgb_point,weighted_dis,low,3238,0.9632489190858554,2.346644639968872,0.32560321241425433,0.23867283761501312
mercari,2,xgb_point,weighted_dis,mid,3327,0.9579200480913737,2.346644401550293,0.3301422955621532,0.7895342111587524
mercari,2,xgb_point,weighted_dis,high,3435,0.9283842794759826,2.346644639968872,0.3675811809587272,1.854370355606079
mercari,2,xgb_point,difficulty_weighted,low,3238,0.9607782581840643,2.3268978595733643,0.32462555784413466,0.23867283761501312
mercari,2,xgb_point,difficulty_weighted,mid,3327,0.9561166215810039,2.353315830230713,0.3296525999623685,0.7895342111587524
mercari,2,xgb_point,difficulty_weighted,high,3435,0.9353711790393013,2.429948568344116,0.3679626136537588,1.854370355606079
