dataset,seed,base,calibration,bin,n,picp,mpiw,crps,disagreement_mean
imdb_wiki,2,sourcewise_stack,weighted_dis,mid,1381,0.9645184648805214,36.400238037109375,4.8920499948126475,1.242805004119873
imdb_wiki,2,sourcewise_stack,weighted_dis,high,1281,0.9578454332552693,36.400238037109375,4.938774785805352,2.3655953407287598
imdb_wiki,2,sourcewise_stack,difficulty_weighted,low,1260,0.9404761904761905,35.642574310302734,5.362795587082253,0.5762482285499573
imdb_wiki,2,sourcewise_stack,difficulty_weighted,mid,1381,0.944243301955105,32.123497009277344,4.660109172183386,1.242805004119873
imdb_wiki,2,sourcewise_stack,difficulty_weighted,high,1281,0.9562841530054644,34.66572189331055,4.760432567579964,2.3655953407287598
imdb_wiki,2,sourcewise_stack,binned_weighted_dis,low,1260,0.9404761904761905,36.40023422241211,5.40579602516842,0.5762482285499573
imdb_wiki,2,sourcewise_stack,binned_weighted_dis,mid,1381,0.9645184648805214,36.400238037109375,4.8920499948126475,1.242805004119873
imdb_wiki,2,sourcewise_stack,binned_weighted_dis,high,1281,0.9578454332552693,36.400238037109375,4.938774785805352,2.3655953407287598
imdb_wiki,2,sourcewise_quantile,marginal,low,1260,0.973015873015873,46.55601501464844,7.089763553844456,0.5762482285499573
imdb_wiki,2,sourcewise_quantile,marginal,mid,1381,0.9666908037653874,45.25405502319336,7.614083425707642,1.242805004119873
imdb_wiki,2,sourcewise_quantile,marginal,high,1281,0.9086651053864169,48.246177673339844,9.61119557330503,2.3655953407287598
imdb_wiki,2,sourcewise_quantile,mondrian_dis,low,1260,0.9507936507936507,43.454837799072266,7.054157609612805,0.5762482285499573
imdb_wiki,2,sourcewise_quantile,mondrian_dis,mid,1381,0.943519188993483,43.176429748535156,7.6243226168428215,1.242805004119873
imdb_wiki,2,sourcewise_quantile,mondrian_dis,high,1281,0.9539422326307572,54.87953186035156,9.527178329392354,2.3655953407287598
imdb_wiki,2,sourcewise_quantile,weighted_dis,low,1260,0.9642857142857143,45.22710037231445,7.069546164217438,0.5762482285499573
imdb_wiki,2,sourcewise_quantile,weighted_dis,mid,1381,0.9616220130340333,44.71492004394531,7.613774708148444,1.242805004119873
imdb_wiki,2,sourcewise_quantile,weighted_dis,high,1281,0.9242779078844653,49.18912887573242,9.574725285716436,2.3655953407287598
imdb_wiki,2,sourcewise_quantile,difficulty_weighted,low,1260,0.969047619047619,46.239994049072266,7.089597609118518,0.5762482285499573
imdb_wiki,2,sourcewise_quantile,difficulty_weighted,mid,1381,0.9587255611875453,50.297142028808594,8.060665572397674,1.242805004119873
imdb_wiki,2,sourcewise_quantile,difficulty_weighted,high,1281,0.9227166276346604,53.768821716308594,9.807160395960487,2.3655953407287598
imdb_wiki,2,sourcewise_quantile,binned_weighted_dis,low,1260,0.969047619047619,45.69336700439453,7.077153519868467,0.5762482285499573
imdb_wiki,2,sourcewise_quantile,binned_weighted_dis,mid,1381,0.9616220130340333,44.99871826171875,7.614510799335683,1.242805004119873
imdb_wiki,2,sourcewise_quantile,binned_weighted_dis,high,1281,0.9164715066354411,48.849708557128906,9.597492702024772,2.3655953407287598
imdb_wiki,3,xgb_point,marginal,low,1273,0.9418695993715632,35.7158088684082,5.374462777232173,0.6114981770515442
imdb_wiki,3,xgb_point,marginal,mid,1336,0.9625748502994012,35.7158088684082,4.857828652943754,1.2785229682922363
imdb_wiki,3,xgb_point,marginal,high,1313,0.9436405178979437,35.7158088684082,4.93989908181159,2.384333848953247
imdb_wiki,3,xgb_point,mondrian_dis,low,1273,0.9560094265514533,38.8487663269043,5.460171106087942,0.6114981770515442
imdb_wiki,3,xgb_point,mondrian_dis,mid,1336,0.9513473053892215,33.25696563720703,4.774478490068775,1.2785229682922363
imdb_wiki,3,xgb_point,mondrian_dis,high,1313,0.9375476009139375,34.90918731689453,4.9109047823269085,2.384333848953247
imdb_wiki,3,xgb_point,weighted_dis,low,1273,0.9418695993715632,35.7158088684082,5.374462777232173,0.6114981770515442
imdb_wiki,3,xgb_point,weighted_dis,mid,1336,0.9625748502994012,35.7158088684082,4.857828652943754,1.2785229682922363
imdb_wiki,3,xgb_point,weighted_dis,high,1313,0.9436405178979437,35.7158088684082,4.93989908181159,2.384333848953247
imdb_wiki,3,xgb_point,difficulty_weighted,low,1273,0.9497250589159466,36.46632766723633,5.36852323698512,0.6114981770515442
imdb_wiki,3,xgb_point,difficulty_weighted,mid,1336,0.9565868263473054,32.886024475097656,4.702198595427506,1.2785229682922363
imdb_wiki,3,xgb_point,difficulty_weighted,high,1313,0.9466869763899467,34.889984130859375,4.8140992992886495,2.384333848953247
imdb_wiki,3,xgb_point,binned_weighted_dis,low,1273,0.9418695993715632,35.7158088684082,5.374462777232173,0.6114981770515442
imdb_wiki,3,xgb_point,binned_weighted_dis,mid,1336,0.9625748502994012,35.7158088684082,4.857828652943754,1.2785229682922363
imdb_wiki,3,xgb_point,binned_weighted_dis,high,1313,0.9436405178979437,35.7158088684082,4.93989908181159,2.384333848953247
imdb_wiki,3,xgb_quantile,marginal,low,1273,0.9622937941869599,39.62327575683594,6.085843055359482,0.6114981770515442
imdb_wiki,3,xgb_quantile,marginal,mid,1336,0.9603293413173652,36.36084747314453,5.6895284837053,1.2785229682922363
imdb_wiki,3,xgb_quantile,marginal,high,1313,0.9329779131759329,41.56289291381836,7.124869527710565,2.384333848953247
imdb_wiki,3,xgb_quantile,mondrian_dis,low,1273,0.9630793401413983,39.75812911987305,6.08830080521687,0.6114981770515442
imdb_wiki,3,xgb_quantile,mondrian_dis,mid,1336,0.9558383233532934,34.82227325439453,5.671140374756592,1.2785229682922363
imdb_wiki,3,xgb_quantile,mondrian_dis,high,1313,0.952018278750952,44.124900817871094,7.1504882475453595,2.384333848953247
imdb_wiki,3,xgb_quantile,weighted_dis,low,1273,0.9575805184603299,39.104225158691406,6.076998748540635,0.6114981770515442
imdb_wiki,3,xgb_quantile,weighted_dis,mid,1336,0.9595808383233533,36.091182708740234,5.685912355180705,1.2785229682922363
imdb_wiki,3,xgb_quantile,weighted_dis,high,1313,0.9383092155369384,42.10744857788086,7.117415757626476,2.384333848953247
imdb_wiki,3,xgb_quantile,difficulty_weighted,low,1273,0.959937156323645,45.980159759521484,6.587973080685174,0.6114981770515442
imdb_wiki,3,xgb_quantile,difficulty_weighted,mid,1336,0.9528443113772455,37.932857513427734,5.8229792425175555,1.2785229682922363
imdb_wiki,3,xgb_quantile,difficulty_weighted,high,1313,0.9421172886519421,51.86151123046875,7.800830573929578,2.384333848953247
imdb_wiki,3,xgb_quantile,binned_weighted_dis,low,1273,0.9607227022780833,39.3551139831543,6.081112346476634,0.6114981770515442
imdb_wiki,3,xgb_quantile,binned_weighted_dis,mid,1336,0.9603293413173652,36.356422424316406,5.689463563525755,1.2785229682922363
imdb_wiki,3,xgb_quantile,binned_weighted_dis,high,1313,0.9337395277989338,41.835079193115234,7.1266596998622695,2.384333848953247
imdb_wiki,3,sourcewise_stack,marginal,low,1273,0.9457973291437549,36.782684326171875,5.4470284543170555,0.6114981770515442
imdb_wiki,3,sourcewise_stack,marginal,mid,1336,0.9625748502994012,36.782684326171875,4.904088725772497,1.2785229682922363
imdb_wiki,3,sourcewise_stack,marginal,high,1313,0.9512566641279513,36.782684326171875,5.031082362019971,2.384333848953247
