dataset,base,calibration,bin,n_mean,picp_mean,picp_std,mpiw_mean,mpiw_std,crps_mean,disagreement_mean
imdb_wiki,sourcewise_stack,marginal,high,1295.0,0.952148236368252,0.003647887473191469,36.22516632080078,0.4811975382082094,4.974682475924964,2.3857067584991456
imdb_wiki,sourcewise_stack,marginal,low,1286.2,0.9424515682024348,0.0033049918689730894,36.22516555786133,0.4811971912405077,5.416355014223046,0.5995884299278259
imdb_wiki,sourcewise_stack,marginal,mid,1340.8,0.9607447395848412,0.0032527141794918986,36.22516708374023,0.48119700407852206,4.877951900267226,1.2670688867568969
imdb_wiki,sourcewise_stack,mondrian_dis,high,1295.0,0.9516757286660468,0.005278981022257639,36.34564208984375,1.1379272511505438,4.9799905381330305,2.3857067584991456
imdb_wiki,sourcewise_stack,mondrian_dis,low,1286.2,0.9520812842411637,0.006139782184531426,37.85147323608398,1.1134404434693255,5.460241899483416,0.5995884299278259
imdb_wiki,sourcewise_stack,mondrian_dis,mid,1340.8,0.9543797453955853,0.004224456719095682,34.54096374511719,1.0512237185855189,4.81641938461596,1.2670688867568969
imdb_wiki,sourcewise_stack,weighted_dis,high,1295.0,0.955621006691851,0.008826793925949894,37.28944778442383,2.2755096913448156,5.0145804365905375,2.3857067584991456
imdb_wiki,sourcewise_stack,weighted_dis,low,1286.2,0.9398341702039744,0.006027788490147134,35.830467224121094,1.129787639630564,5.4083755476121365,0.5995884299278259
imdb_wiki,sourcewise_stack,weighted_dis,mid,1340.8,0.9603022617087349,0.003491006042851133,36.16947250366211,0.5334650416530445,4.876531122444342,1.2670688867568969
imdb_wiki,xgb_point,binned_weighted_dis,high,1295.0,0.9477981428363302,0.0029951651601799285,35.88777618408203,0.328096476356675,4.96261632415492,2.3857067584991456
imdb_wiki,xgb_point,binned_weighted_dis,low,1286.2,0.942307118586038,0.0009612873838446089,35.887777709960936,0.3280963035834897,5.388270718628045,0.5995884299278259
imdb_wiki,xgb_point,binned_weighted_dis,mid,1340.8,0.9606388743502086,0.0016704560027227685,35.88777618408203,0.328096476356675,4.830929246695976,1.2670688867568969
imdb_wiki,xgb_point,difficulty_weighted,high,1295.0,0.9554466618805595,0.007187759153762368,35.03855667114258,1.0066754964001836,4.825764127605689,2.3857067584991456
imdb_wiki,xgb_point,difficulty_weighted,low,1286.2,0.9466336421922442,0.005856743224181199,36.39031753540039,0.42802129276247863,5.37961896072896,0.5995884299278259
imdb_wiki,xgb_point,difficulty_weighted,mid,1340.8,0.9548091179389477,0.0022197979475470486,32.704383850097656,0.4020823500037956,4.633198722071304,1.2670688867568969
imdb_wiki,xgb_point,marginal,high,1295.0,0.9477981428363302,0.0029951651601799285,35.88777618408203,0.328096476356675,4.96261632415492,2.3857067584991456
imdb_wiki,xgb_point,marginal,low,1286.2,0.942307118586038,0.0009612873838446089,35.887777709960936,0.3280963035834897,5.388270718628045,0.5995884299278259
imdb_wiki,xgb_point,marginal,mid,1340.8,0.9606388743502086,0.0016704560027227685,35.88777618408203,0.328096476356675,4.830929246695976,1.2670688867568969
imdb_wiki,xgb_point,mondrian_dis,high,1295.0,0.9485870246196179,0.0066662614656652535,36.165958404541016,0.9170360293736347,4.972868909525037,2.3857067584991456
imdb_wiki,xgb_point,mondrian_dis,low,1286.2,0.951197612693381,0.006133874464207052,37.679500579833984,1.1091025855881116,5.436058446266038,0.5995884299278259
imdb_wiki,xgb_point,mondrian_dis,mid,1340.8,0.95335230646225,0.005533757266705213,33.98769989013672,0.6951431671478124,4.762948357186874,1.2670688867568969
imdb_wiki,xgb_point,weighted_dis,high,1295.0,0.9477981428363302,0.0029951651601799285,35.88777618408203,0.328096476356675,4.96261632415492,2.3857067584991456
imdb_wiki,xgb_point,weighted_dis,low,1286.2,0.942307118586038,0.0009612873838446089,35.887777709960936,0.3280963035834897,5.388270718628045,0.5995884299278259
imdb_wiki,xgb_point,weighted_dis,mid,1340.8,0.9606388743502086,0.0016704560027227685,35.88777618408203,0.328096476356675,4.830929246695976,1.2670688867568969
imdb_wiki,xgb_quantile,binned_weighted_dis,high,1295.0,0.9379493813733049,0.005655478110947598,42.38208541870117,1.192479303471181,7.2236378341694,2.3857067584991456
imdb_wiki,xgb_quantile,binned_weighted_dis,low,1286.2,0.953693535587421,0.005180332082030176,38.896147918701175,0.8136050583171808,6.065593039759305,0.5995884299278259
