dataset,base,calibration,r2_mean,rmse_mean,mae_mean,picp_mean,mpiw_mean,niw_mean,nciw_mean,c_test_cal_mean,crps_mean,n_seeds,r2_std,rmse_std,mae_std,picp_std,mpiw_std,niw_std,nciw_std,c_test_cal_std,crps_std,delta_mpiw_vs_marginal_mean,delta_mpiw_vs_marginal_std,delta_nciw_vs_marginal_mean,delta_nciw_vs_marginal_std,delta_crps_vs_marginal_mean,delta_crps_vs_marginal_std,delta_picp_vs_marginal_mean,delta_picp_vs_marginal_std
pawpularity,sourcewise_quantile,binned_weighted_dis,0.16079509258270264,18.596456041853894,13.116567611694336,0.9551185073121532,86.55594635009766,0.8832239423479352,0.8799698628116867,0.9962218165397644,13.87076338411138,5,0.008711764779456413,0.09653372218164086,0.047510728512236755,0.005431331121668697,3.4434995821199275,0.03513775083795843,0.038420815666202195,0.009256880932135895,1.2625788124650095,-1.2308639526367187,1.2314102245915421,-0.013649542112000979,0.016160707928440488,-0.03240040663827699,0.03164038933136453,-2.2204460492503132e-17,0.0018868670634260812
pawpularity,sourcewise_quantile,difficulty_weighted,0.16079509258270264,18.596456041853894,13.116567611694336,0.9538073625819464,328.3271224975586,3.3502767601791694,3.3402326333387427,1.0014735102653503,33.876376004774706,5,0.008711764779456413,0.09653372218164086,0.047510728512236755,0.007110259901972583,327.80507804947894,3.3449497760150915,3.313355687288569,0.013226418892267168,26.317666505487658,240.54031219482422,330.16680136600206,2.4466132284150546,3.3347052668186055,19.973212214025047,27.312541884200638,-0.0013111447302067702,0.0054849119238239725
pawpularity,sourcewise_quantile,marginal,0.16079509258270264,18.596456041853894,13.116567611694336,0.9551185073121534,87.78681030273438,0.8957837785993303,0.8936194049236876,0.9976071953773499,13.903163790749655,5,0.008711764779456413,0.09653372218164086,0.047510728512236755,0.005880939883858079,2.569932180626721,0.026223797761497164,0.02599665215044767,0.00644153287025962,1.2330877840561105,,,,,,,,
pawpularity,sourcewise_quantile,mondrian_dis,0.16079509258270264,18.596456041853894,13.116567611694336,0.9503782148260213,85.8624771118164,0.8761477256307797,0.875956468598108,0.9999761581420898,13.87283715447525,5,0.008711764779456413,0.09653372218164086,0.047510728512236755,0.0033941137005474137,3.2277405568294375,0.03293612813091261,0.03028952341856182,0.016297076522976715,1.2563402115818594,-1.9243331909179688,1.9398798404291162,-0.017662936325579536,0.007535803785442552,-0.030326636274407192,0.03264970550754633,-0.004740292486132125,0.007527224672534639
pawpularity,sourcewise_quantile,weighted_dis,0.16079509258270264,18.596456041853894,13.116567611694336,0.9542107917297024,86.4406951904297,0.8820479101064255,0.8819380891541371,0.9999972939491272,13.863402275791032,5,0.008711764779456413,0.09653372218164086,0.047510728512236755,0.006471785063905429,3.62190063328743,0.03695816972742274,0.03537551951076215,0.012154109186408246,1.269001046426202,-1.3461151123046875,1.3278466841480367,-0.011681315769550449,0.012782764432654137,-0.03976151495862581,0.03650295924708407,-0.0009077155824508409,0.001832163603084733
pawpularity,sourcewise_stack,binned_weighted_dis,0.2351019263267517,17.753979620995487,12.85544033050537,0.9498739283913263,79.24153289794921,0.808587070387237,0.8077068005343845,1.000001811981201,10.494575262301726,5,0.009673731570682263,0.11208473755588247,0.11446419240472828,0.006551843376262948,2.4851603084825244,0.025358778657984967,0.014985532632668929,0.045639786978850114,0.10826528965633493,0.18183441162109376,1.0462579679754311,0.004706701354126941,0.02067855587916127,0.023720968642771824,0.04620752215575686,-0.000302571860816947,0.00476544010284521
pawpularity,sourcewise_stack,difficulty_weighted,0.2351019263267517,17.753979620995487,12.85544033050537,0.9522945032778619,81.70395355224609,0.8337138117576132,0.8177109450633611,0.9808487176895142,10.543966468741129,5,0.009673731570682263,0.11208473755588247,0.11446419240472828,0.002634866460436308,3.5319094015146497,0.0360398918521903,0.03796676642255529,0.01950662671622043,0.19869612742800422,2.6442550659179687,2.567785012100879,0.014710845883103407,0.034402487603173756,0.07311217508217246,0.13983510287403744,0.0021180030257186067,0.005447694110259742
pawpularity,sourcewise_stack,marginal,0.2351019263267517,17.753979620995487,12.85544033050537,0.9501765002521433,79.05969848632813,0.8067316172074298,0.8030000991802575,0.9957929968833923,10.470854293658956,5,0.009673731570682263,0.11208473755588247,0.11446419240472828,0.0034090658156642785,2.420190893785593,0.02469582544679175,0.012204741233674167,0.018266067985104436,0.13507848016691984,,,,,,,,
pawpularity,sourcewise_stack,mondrian_dis,0.2351019263267517,17.753979620995487,12.85544033050537,0.9509833585476551,79.14165496826172,0.8075679078394054,0.8019780851175848,0.9938413262367248,10.47194609833178,5,0.009673731570682263,0.11208473755588247,0.11446419240472828,0.0066844113281410355,2.423975732837106,0.024734446253439908,0.009481806327354163,0.033082347946519854,0.11086649433870864,0.08195648193359376,1.5347466823491183,-0.0010220140626726825,0.011374118733862655,0.0010918046728228604,0.0651655032858048,0.0008068582955118586,0.005296208110183056
pawpularity,sourcewise_stack,weighted_dis,0.2351019263267517,17.753979620995487,12.85544033050537,0.9481593545133636,78.76593170166015,0.8037339969557159,0.8083524440801313,1.008113181591034,10.420721763997632,5,0.009673731570682263,0.11208473755588247,0.11446419240472828,0.007063611213270087,4.617430325274189,0.04711663597218562,0.009894384985919276,0.05128671515968844,0.2054450595225119,-0.29376678466796874,3.4602689883642883,0.005352344899873596,0.012950576844653597,-0.050132529661323845,0.15704654171914711,-0.0020171457387796465,0.005934746493161843
