dataset,seed,regime,method,picp,mpiw,niw,nciw,crps,c_test_cal,q_global,q_pooled_masked,q_regime
pawpularity,1,full,pooled_masked_cal,0.9525970751386788,80.3483657836914,0.8198812835070551,0.8024342663097369,10.50037537821922,0.9787200689315796,40.17417907714844,46.80259704589844,40.17417907714844
pawpularity,1,full,mask_matched_cal,0.9525970751386788,80.3483657836914,0.8198812835070551,0.8024342663097369,10.50037537821922,0.9787200689315796,40.17417907714844,46.80259704589844,40.17417907714844
pawpularity,1,no_image,global_full_cal,0.9329299041855774,80.3483657836914,0.8198812835070551,0.9551551155995537,11.650383702654604,1.1649919748306274,40.17417907714844,46.80259704589844,46.80259704589844
pawpularity,1,no_image,pooled_masked_cal,0.9500756429652042,93.60520935058594,0.9551551974549586,0.9551551974549586,12.17342267098116,1.0,40.17417907714844,46.80259704589844,46.80259704589844
pawpularity,1,no_image,mask_matched_cal,0.9500756429652042,93.60520935058594,0.9551551974549586,0.9551551974549586,12.17342267098116,1.0,40.17417907714844,46.80259704589844,46.80259704589844
pawpularity,1,tab_only,global_full_cal,0.9329299041855774,80.3483657836914,0.8198812835070551,0.9551551155995537,11.650383702654604,1.1649919748306274,40.17417907714844,46.80259704589844,46.80259704589844
pawpularity,1,tab_only,pooled_masked_cal,0.9500756429652042,93.60520935058594,0.9551551974549586,0.9551551974549586,12.17342267098116,1.0,40.17417907714844,46.80259704589844,46.80259704589844
pawpularity,1,tab_only,mask_matched_cal,0.9500756429652042,93.60520935058594,0.9551551974549586,0.9551551974549586,12.17342267098116,1.0,40.17417907714844,46.80259704589844,46.80259704589844
pawpularity,2,full,global_full_cal,0.9485627836611196,78.62085723876953,0.8022536452935667,0.8099959603604271,10.405825326985598,1.009650707244873,39.31043243408203,44.896324157714844,39.31043243408203
pawpularity,2,full,pooled_masked_cal,0.9485627836611196,78.62085723876953,0.8022536452935667,0.8099959603604271,10.405825326985598,1.009650707244873,39.31043243408203,44.896324157714844,39.31043243408203
pawpularity,2,full,mask_matched_cal,0.9485627836611196,78.62085723876953,0.8022536452935667,0.8099959603604271,10.405825326985598,1.009650707244873,39.31043243408203,44.896324157714844,39.31043243408203
pawpularity,2,no_image,global_full_cal,0.9445284921835603,78.62085723876953,0.8022536452935667,0.8550711609300287,11.660380951626943,1.0658364295959473,39.31043243408203,44.896324157714844,44.896324157714844
pawpularity,2,no_image,pooled_masked_cal,0.9551185073121533,89.79263305664062,0.9162513577208227,0.8550711089541511,12.037814532107417,0.9332276582717896,39.31043243408203,44.896324157714844,44.896324157714844
pawpularity,2,no_image,mask_matched_cal,0.9551185073121533,89.79263305664062,0.9162513577208227,0.8550711089541511,12.037814532107417,0.9332276582717896,39.31043243408203,44.896324157714844,44.896324157714844
pawpularity,2,tab_only,global_full_cal,0.9445284921835603,78.62085723876953,0.8022536452935667,0.8550711609300287,11.660380951626943,1.0658364295959473,39.31043243408203,44.896324157714844,44.896324157714844
pawpularity,2,tab_only,pooled_masked_cal,0.9551185073121533,89.79263305664062,0.9162513577208227,0.8550711089541511,12.037814532107417,0.9332276582717896,39.31043243408203,44.896324157714844,44.896324157714844
pawpularity,2,tab_only,mask_matched_cal,0.9551185073121533,89.79263305664062,0.9162513577208227,0.8550711089541511,12.037814532107417,0.9332276582717896,39.31043243408203,44.896324157714844,44.896324157714844
